date,period,borough,gss_code,sales_volume,avg_price_all_property_types
2024-07-01,2024-07,Tower Hamlets,E09000030,268,513869
2024-07-01,2024-07,Waltham Forest,E09000031,260,486488
2024-08-01,2024-08,Greenwich,E09000011,285,482247
2024-08-01,2024-08,Hackney,E09000012,229,615625
2024-08-01,2024-08,Newham,E09000025,162,425238
2024-08-01,2024-08,Tower Hamlets,E09000030,286,525302
2024-08-01,2024-08,Waltham Forest,E09000031,280,494873
2024-09-01,2024-09,Greenwich,E09000011,272,486134
2024-09-01,2024-09,Hackney,E09000012,226,614855
2024-09-01,2024-09,Newham,E09000025,176,431361
2024-09-01,2024-09,Tower Hamlets,E09000030,274,526028
2024-09-01,2024-09,Waltham Forest,E09000031,211,509192
2024-10-01,2024-10,Greenwich,E09000011,300,485991
2024-10-01,2024-10,Hackney,E09000012,258,624895
2024-10-01,2024-10,Newham,E09000025,205,429528
2024-10-01,2024-10,Tower Hamlets,E09000030,317,530162
2024-10-01,2024-10,Waltham Forest,E09000031,312,513470
2024-11-01,2024-11,Greenwich,E09000011,280,480901
2024-11-01,2024-11,Hackney,E09000012,213,612864
2024-11-01,2024-11,Newham,E09000025,191,425741
2024-11-01,2024-11,Tower Hamlets,E09000030,256,529144
2024-11-01,2024-11,Waltham Forest,E09000031,287,507633
2024-12-01,2024-12,Greenwich,E09000011,240,472036
2024-12-01,2024-12,Hackney,E09000012,179,609536
2024-12-01,2024-12,Newham,E09000025,168,428508
2024-12-01,2024-12,Tower Hamlets,E09000030,219,520073
2024-12-01,2024-12,Waltham Forest,E09000031,227,509168
2025-01-01,2025-01,Greenwich,E09000011,251,467203
2025-01-01,2025-01,Hackney,E09000012,166,608658
2025-01-01,2025-01,Newham,E09000025,215,427597
2025-01-01,2025-01,Tower Hamlets,E09000030,199,513199
2025-01-01,2025-01,Waltham Forest,E09000031,219,512984
2025-02-01,2025-02,Greenwich,E09000011,252,462195
2025-02-01,2025-02,Hackney,E09000012,186,618740
2025-02-01,2025-02,Newham,E09000025,205,421625
2025-02-01,2025-02,Tower Hamlets,E09000030,224,515023
2025-02-01,2025-02,Waltham Forest,E09000031,261,512103
2025-03-01,2025-03,Greenwich,E09000011,560,464885
2025-03-01,2025-03,Hackney,E09000012,482,618351
2025-03-01,2025-03,Newham,E09000025,401,410896
2025-03-01,2025-03,Tower Hamlets,E09000030,563,514398
2025-03-01,2025-03,Waltham Forest,E09000031,603,512049
2025-04-01,2025-04,Greenwich,E09000011,90,464095
2025-04-01,2025-04,Hackney,E09000012,75,604441
2025-04-01,2025-04,Newham,E09000025,79,408211
2025-04-01,2025-04,Tower Hamlets,E09000030,100,523346
2025-04-01,2025-04,Waltham Forest,E09000031,85,506926
2025-05-01,2025-05,Greenwich,E09000011,138,462162
2025-05-01,2025-05,Hackney,E09000012,126,608048
2025-05-01,2025-05,Newham,E09000025,130,410351
2025-05-01,2025-05,Tower Hamlets,E09000030,142,521704
2025-05-01,2025-05,Waltham Forest,E09000031,149,508698
2025-06-01,2025-06,Greenwich,E09000011,203,467439
2025-06-01,2025-06,Hackney,E09000012,157,600312
2025-06-01,2025-06,Newham,E09000025,138,404564
2025-06-01,2025-06,Tower Hamlets,E09000030,249,527686
2025-06-01,2025-06,Waltham Forest,E09000031,201,510468
2025-07-01,2025-07,Greenwich,E09000011,231,469293
2025-07-01,2025-07,Hackney,E09000012,185,619552
2025-07-01,2025-07,Newham,E09000025,167,408036
2025-07-01,2025-07,Tower Hamlets,E09000030,240,524350
2025-07-01,2025-07,Waltham Forest,E09000031,220,515485
2025-08-01,2025-08,Greenwich,E09000011,187,473749
2025-08-01,2025-08,Hackney,E09000012,202,620880
2025-08-01,2025-08,Newham,E09000025,147,405282
2025-08-01,2025-08,Tower Hamlets,E09000030,216,513228
2025-08-01,2025-08,Waltham Forest,E09000031,263,528499
2025-09-01,2025-09,Greenwich,E09000011,178,469306
2025-09-01,2025-09,Hackney,E09000012,164,637115
2025-09-01,2025-09,Newham,E09000025,168,412064
2025-09-01,2025-09,Tower Hamlets,E09000030,199,503399
2025-09-01,2025-09,Waltham Forest,E09000031,191,532059
2025-10-01,2025-10,Greenwich,E09000011,194,466217
2025-10-01,2025-10,Hackney,E09000012,150,631971
2025-10-01,2025-10,Newham,E09000025,143,406328
2025-10-01,2025-10,Tower Hamlets,E09000030,166,492924
2025-10-01,2025-10,Waltham Forest,E09000031,254,536162
2025-11-01,2025-11,Greenwich,E09000011,157,463590
2025-11-01,2025-11,Hackney,E09000012,156,635263
2025-11-01,2025-11,Newham,E09000025,126,406872
2025-11-01,2025-11,Tower Hamlets,E09000030,184,487672
2025-11-01,2025-11,Waltham Forest,E09000031,233,529286
2025-12-01,2025-12,Greenwich,E09000011,163,464119
2025-12-01,2025-12,Hackney,E09000012,122,617292
2025-12-01,2025-12,Newham,E09000025,121,398120
2025-12-01,2025-12,Tower Hamlets,E09000030,145,474155
2025-12-01,2025-12,Waltham Forest,E09000031,189,522634
2026-01-01,2026-01,Greenwich,E09000011,138,478218
2026-01-01,2026-01,Hackney,E09000012,93,620425
2026-01-01,2026-01,Newham,E09000025,85,397170
2026-01-01,2026-01,Tower Hamlets,E09000030,125,466132
2026-01-01,2026-01,Waltham Forest,E09000031,142,520109
2026-02-01,2026-02,Greenwich,E09000011,140,474653
2026-02-01,2026-02,Hackney,E09000012,100,600215
2026-02-01,2026-02,Newham,E09000025,89,382763
2026-02-01,2026-02,Tower Hamlets,E09000030,106,459179
2026-02-01,2026-02,Waltham Forest,E09000031,139,525350
2026-03-01,2026-03,Greenwich,E09000011,,466900
2026-03-01,2026-03,Hackney,E09000012,,613449
2026-03-01,2026-03,Newham,E09000025,,385028
2026-03-01,2026-03,Tower Hamlets,E09000030,,454018
2026-03-01,2026-03,Waltham Forest,E09000031,,526349
2026-04-01,2026-04,Greenwich,E09000011,,455805
2026-04-01,2026-04,Hackney,E09000012,,612501
2026-04-01,2026-04,Newham,E09000025,,395266
2026-04-01,2026-04,Tower Hamlets,E09000030,,457504
2026-04-01,2026-04,Waltham Forest,E09000031,,524099
